Auction,Color,IsBadBuy,MMRCurrentAuctionAveragePrice,Size,TopThreeAmericanName,VehBCost,VehicleAge,VehOdo,WarrantyCost,WheelType
ADESA,GREEN,Yes,6171,MEDIUM,GM,6795,4,69505,923,unkwnWheel
ADESA,BLUE,No,8019,MEDIUM,GM,7805,3,73549,1272,Alloy
ADESA,MAROON,No,5494,LARGE,GM,7495,4,81208,2152,Alloy
ADESA,RED,No,3067,MEDIUM,GM,5180,7,94095,2939,Alloy
ADESA,RED,No,4917,MEDIUM SUV,OTHER,7905,6,72743,569,Alloy
ADESA,GREY,No,6536,MEDIUM,OTHER,7405,3,54567,671,Covers
ADESA,BLUE,No,3510,MEDIUM,CHRYSLER,4525,5,92226,1341,Alloy
ADESA,BLUE,No,9250,VAN,CHRYSLER,6795,3,75218,1623,Alloy
ADESA,BLACK,No,8352,LARGE,GM,8255,2,73816,1974,Alloy
ADESA,WHITE,No,4377,MEDIUM SUV,GM,7195,8,80671,2452,Covers
ADESA,RED,No,3313,COMPACT,CHRYSLER,4025,5,50550,588,Alloy
ADESA,SILVER,No,7944,LARGE TRUCK,CHRYSLER,12030,4,59147,754,Alloy
ADESA,BLUE,No,8808,VAN,CHRYSLER,8555,2,88316,1763,Covers
ADESA,BLACK,No,8926,MEDIUM,FORD,8255,2,79518,803,Covers
ADESA,MAROON,No,9392,VAN,CHRYSLER,7595,3,81307,1763,Alloy
ADESA,ORANGE,No,7711,MEDIUM,CHRYSLER,8960,2,45225,834,Covers
ADESA,GREY,No,1791,MEDIUM,CHRYSLER,3775,8,106527,1750,Alloy
OTHER,GREY,No,6675,VAN,FORD,5200,3,76528,1506,Covers
OTHER,BLUE,No,10082,SPECIALTY,CHRYSLER,10500,1,83227,1503,Covers
OTHER,GOLD,Yes,1915,MEDIUM,FORD,3500,8,91319,1353,Alloy
OTHER,BLACK,No,5040,LARGE,GM,6500,4,81576,2152,Covers
OTHER,BLUE,No,9590,CROSSOVER,CHRYSLER,8800,2,48941,975,Alloy
OTHER,SILVER,No,5786,MEDIUM,CHRYSLER,5500,3,80177,1503,Alloy
OTHER,BLACK,No,0,VAN,GM,7200,2,64062,1801,Covers
OTHER,SILVER,No,2793,MEDIUM,CHRYSLER,4300,6,62889,1515,Covers
OTHER,GOLD,No,7642,VAN,GM,7400,3,80353,2282,Alloy
OTHER,GREY,No,6276,VAN,FORD,6100,3,75004,1506,Covers
OTHER,SILVER,No,4683,MEDIUM,OTHER,3800,3,77892,569,Alloy
OTHER,MAROON,No,10206,VAN,GM,7400,1,82988,2282,Covers
OTHER,GREY,No,6524,LARGE,FORD,7100,5,86408,1633,Alloy
OTHER,SILVER,Yes,4555,LARGE,GM,5800,6,87197,2152,Alloy
OTHER,GOLD,No,10856,LARGE SUV,GM,10600,5,88533,1763,Alloy
OTHER,WHITE,No,5711,MEDIUM,GM,6330,3,87242,1373,Covers
OTHER,WHITE,No,5078,COMPACT,GM,5700,4,42508,623,Covers
OTHER,GREY,No,5291,COMPACT,GM,5700,4,63294,728,Covers
OTHER,YELLOW,No,5454,COMPACT,GM,6800,3,43317,623,Covers
OTHER,GREY,No,2809,MEDIUM,FORD,4800,7,90236,1353,Alloy
OTHER,GOLD,No,6210,MEDIUM,OTHER,8400,5,84795,723,Covers
OTHER,WHITE,No,8165,LARGE,GM,7900,3,71825,1974,Alloy
OTHER,SILVER,No,3317,MEDIUM,FORD,4815,6,95450,1053,Covers
OTHER,GREY,No,7465,CROSSOVER,CHRYSLER,7400,4,86880,1503,Covers
OTHER,GREY,No,7767,LARGE,GM,8040,2,86930,2152,Covers
OTHER,GREY,No,4006,MEDIUM SUV,CHRYSLER,6400,7,51017,1386,Alloy
OTHER,MAROON,No,4171,MEDIUM,FORD,5400,5,70567,920,Alloy
OTHER,SILVER,No,4832,MEDIUM SUV,GM,7700,7,95142,1641,Alloy
OTHER,RED,No,3801,COMPACT,GM,5200,4,63503,728,Covers
OTHER,WHITE,No,4719,COMPACT,OTHER,5100,3,80005,983,Covers
OTHER,GREEN,No,2935,MEDIUM,OTHER,3300,7,106213,950,Covers
OTHER,PURPLE,No,4212,MEDIUM,CHRYSLER,4900,5,69916,1215,Covers
OTHER,WHITE,Yes,4795,LARGE,GM,4100,5,108330,2571,unkwnWheel
OTHER,SILVER,No,3792,MEDIUM,OTHER,5000,5,95914,909,Alloy
OTHER,BLUE,Yes,4928,MEDIUM SUV,OTHER,7600,6,83675,1893,unkwnWheel
OTHER,GREY,No,7470,MEDIUM,GM,7425,3,31072,702,Alloy
OTHER,GOLD,No,5614,MEDIUM,CHRYSLER,7225,3,79933,920,Covers
OTHER,GREY,Yes,6670,MEDIUM SUV,OTHER,6365,4,73551,1857,Alloy
OTHER,BLACK,No,7337,VAN,CHRYSLER,6165,4,63751,1411,Alloy
OTHER,BLACK,Yes,3066,MEDIUM SUV,CHRYSLER,5155,8,82522,1803,Alloy
OTHER,WHITE,No,6705,VAN,CHRYSLER,6465,4,87567,1763,Alloy
OTHER,GREY,Yes,5225,COMPACT,OTHER,5855,4,76512,569,Covers
OTHER,SILVER,No,4970,VAN,CHRYSLER,5655,3,64803,1411,Covers
OTHER,SILVER,No,5326,MEDIUM,FORD,5155,4,74625,920,Alloy
OTHER,WHITE,No,8814,CROSSOVER,CHRYSLER,8775,3,65373,1606,Alloy
OTHER,SILVER,No,7144,LARGE,GM,7865,3,56428,1500,Covers
OTHER,BROWN,No,9039,MEDIUM,OTHER,7465,3,88790,723,Covers
OTHER,GOLD,No,2652,MEDIUM,FORD,4655,6,84047,1283,Alloy
OTHER,RED,No,6972,SMALL TRUCK,CHRYSLER,6965,4,67325,1020,Alloy
OTHER,GREY,No,9457,LARGE SUV,GM,10385,5,89574,1763,Special
OTHER,BLACK,No,7926,LARGE,GM,7165,2,72420,1974,Alloy
OTHER,RED,No,3768,MEDIUM SUV,CHRYSLER,4155,7,80133,1803,Alloy
OTHER,GREY,No,5926,MEDIUM,GM,5655,3,43095,623,Alloy
OTHER,GREY,No,11867,LARGE SUV,CHRYSLER,10685,3,68967,1508,Alloy
OTHER,BLUE,Yes,6468,SMALL SUV,FORD,6665,4,76208,1389,Alloy
OTHER,BLACK,No,8054,LARGE,GM,7865,1,89492,2152,Covers
OTHER,RED,No,9017,LARGE,GM,7665,1,73938,1974,Covers
OTHER,BROWN,No,7290,MEDIUM,GM,6965,2,70834,1038,Covers
OTHER,BLUE,No,7614,MEDIUM SUV,CHRYSLER,9075,4,60648,1215,Alloy
OTHER,GREY,No,3768,VAN,FORD,6365,4,59024,1169,Covers
OTHER,BLUE,No,7780,LARGE,GM,7765,2,70481,1974,Alloy
OTHER,BLUE,No,13302,MEDIUM SUV,CHRYSLER,8975,3,71017,1857,Alloy
OTHER,BLACK,No,11905,SMALL SUV,FORD,7665,3,75440,920,Alloy
OTHER,GREY,No,7753,LARGE SUV,GM,9275,7,79112,1923,Alloy
OTHER,RED,No,4710,LARGE,GM,6165,7,77785,2274,Alloy
OTHER,BLACK,No,5036,LARGE,GM,7365,5,76669,1974,Alloy
OTHER,BLACK,Yes,8325,SMALL SUV,FORD,8065,4,89484,983,Alloy
OTHER,GREY,No,3755,COMPACT,OTHER,5555,6,83719,594,Covers
OTHER,BLACK,No,8723,LARGE,GM,8175,3,81270,2152,Alloy
OTHER,WHITE,No,7400,MEDIUM,GM,7665,2,68010,923,Covers
ADESA,GREEN,No,3066,MEDIUM,FORD,4200,6,97660,1053,Alloy
ADESA,WHITE,No,6870,SPECIALTY,CHRYSLER,9000,4,61289,1215,Covers
ADESA,SILVER,No,7412,MEDIUM,GM,7950,3,56929,1003,Alloy
ADESA,SILVER,No,4913,MEDIUM,GM,6385,3,41441,764,Covers
ADESA,RED,Yes,3523,LARGE,GM,5475,5,72767,1974,unkwnWheel
ADESA,RED,No,5895,LARGE,GM,6790,3,67870,1703,Covers
ADESA,BLUE,Yes,2885,MEDIUM,CHRYSLER,3330,6,86598,1803,unkwnWheel
ADESA,SILVER,No,5709,LARGE,FORD,7090,4,62611,1313,Alloy
ADESA,BLUE,No,4646,VAN,CHRYSLER,7190,4,65321,1411,Covers
ADESA,RED,No,6140,MEDIUM SUV,GM,6890,5,62913,1313,Alloy
ADESA,SILVER,No,5534,MEDIUM,GM,6240,3,46240,623,Alloy
ADESA,GREY,No,7470,SMALL TRUCK,CHRYSLER,7560,5,70271,1155,Alloy
ADESA,SILVER,No,8306,MEDIUM SUV,GM,7810,5,62498,1703,Alloy
ADESA,SILVER,No,5496,COMPACT,FORD,5400,3,72788,1155,Covers
ADESA,WHITE,No,9020,MEDIUM,CHRYSLER,7320,2,64029,1020,Covers
ADESA,SILVER,No,6330,CROSSOVER,CHRYSLER,9385,5,63926,1215,Alloy
ADESA,BLUE,No,5725,VAN,CHRYSLER,6600,5,69718,1411,Covers
ADESA,SILVER,No,7600,MEDIUM SUV,FORD,7550,5,54156,920,Alloy
ADESA,SILVER,No,8698,SPECIALTY,GM,10025,6,68948,1411,Alloy
ADESA,WHITE,No,6845,VAN,GM,6510,4,79268,2091,Alloy
ADESA,RED,No,4295,MEDIUM,GM,6310,6,75950,569,Covers
ADESA,SILVER,No,6631,MEDIUM,OTHER,7420,4,66383,728,Covers
ADESA,BLUE,No,9409,MEDIUM,CHRYSLER,8630,2,52103,920,Alloy
ADESA,MAROON,No,4181,COMPACT,OTHER,5000,5,76310,569,Covers
ADESA,WHITE,No,5547,MEDIUM,GM,7630,4,37827,702,Covers
ADESA,BLACK,No,7147,MEDIUM SUV,CHRYSLER,8360,5,50562,1251,Alloy
ADESA,GREY,No,4053,MEDIUM,CHRYSLER,5800,5,67873,1020,Alloy
ADESA,SILVER,Yes,6739,SMALL SUV,CHRYSLER,7300,6,75729,1220,Alloy
ADESA,GREY,No,5804,LARGE,GM,6455,4,83866,2152,Alloy
ADESA,SILVER,No,0,MEDIUM,OTHER,5305,3,52617,671,Covers
ADESA,SILVER,No,8791,LARGE,GM,7305,2,75835,1974,Alloy
ADESA,SILVER,No,4331,LARGE,GM,6515,5,71445,1974,Alloy
ADESA,WHITE,No,10585,CROSSOVER,FORD,7915,2,73880,1506,Alloy
ADESA,BEIGE,Yes,8099,MEDIUM,GM,7735,3,77765,1272,unkwnWheel
ADESA,BEIGE,No,4403,MEDIUM,FORD,5330,5,74888,920,Alloy
ADESA,SILVER,No,5819,MEDIUM,GM,5930,4,75945,1038,Covers
ADESA,GREY,No,7503,MEDIUM SUV,GM,7835,5,97898,2351,Alloy
ADESA,SILVER,No,3590,MEDIUM,GM,6235,4,70137,803,Covers
ADESA,SILVER,Yes,8067,MEDIUM,CHRYSLER,8545,2,64802,1020,Covers
ADESA,GREEN,No,4874,MEDIUM,FORD,5930,3,82573,983,Alloy
ADESA,GREY,No,4437,MEDIUM,CHRYSLER,6030,5,62564,1118,Covers
ADESA,BLACK,Yes,5503,MEDIUM,OTHER,7335,3,59826,671,unkwnWheel
ADESA,RED,No,5166,VAN,GM,7535,5,75263,2091,Covers
ADESA,BLACK,No,3862,MEDIUM,OTHER,6315,3,55454,505,Covers
ADESA,BLACK,No,10355,SPECIALTY,CHRYSLER,9745,2,71397,1389,Covers
ADESA,BLACK,No,12121,MEDIUM,FORD,8845,2,84825,983,Alloy
ADESA,MAROON,No,7606,MEDIUM,GM,7535,3,49942,623,Alloy
ADESA,BEIGE,No,3360,COMPACT,FORD,5530,7,71560,1455,Alloy
ADESA,SILVER,Yes,3885,VAN,FORD,4925,6,95867,1774,Alloy
ADESA,YELLOW,No,4388,COMPACT,OTHER,5330,7,90763,1930,Covers
ADESA,BLACK,No,9995,MEDIUM SUV,CHRYSLER,8395,3,94585,765,Alloy
ADESA,SILVER,No,6018,COMPACT,GM,6535,3,39548,582,Covers
ADESA,GOLD,No,4517,MEDIUM,OTHER,4335,4,96867,620,Covers
ADESA,PURPLE,No,3724,LARGE,GM,5670,6,65524,1703,Covers
ADESA,GREEN,No,4910,MEDIUM SUV,FORD,5875,7,82701,2193,Alloy
ADESA,RED,No,6338,MEDIUM,GM,7185,4,87723,1373,Alloy
ADESA,SILVER,No,4556,COMPACT,OTHER,6325,6,72612,569,Covers
ADESA,BLACK,No,8479,LARGE,GM,8325,3,77119,1974,Alloy
ADESA,GREY,No,14131,SMALL SUV,FORD,9030,2,94002,1053,Alloy
ADESA,GOLD,No,7058,MEDIUM,CHRYSLER,7265,3,75007,920,Covers
ADESA,WHITE,No,6734,MEDIUM,GM,7135,4,71252,1272,Covers
ADESA,SILVER,No,3429,MEDIUM,FORD,5380,5,91272,1053,Covers
ADESA,RED,No,7444,VAN,CHRYSLER,6285,4,82430,1763,Alloy
ADESA,BLACK,No,8518,LARGE,FORD,7825,3,79489,1506,Alloy
ADESA,BLUE,No,2682,MEDIUM,CHRYSLER,4780,8,43533,1275,Covers
ADESA,SILVER,No,6392,LARGE,FORD,7395,5,84704,1633,Alloy
ADESA,GOLD,No,5054,LARGE,GM,6350,5,85192,2152,Alloy
ADESA,BLUE,No,7144,LARGE,FORD,7695,3,79386,1506,Alloy
ADESA,GREY,No,12802,MEDIUM SUV,GM,8005,3,82859,1243,Alloy
ADESA,BLUE,No,1937,COMPACT,GM,4125,8,69880,1711,Covers
ADESA,SILVER,No,2562,SMALL TRUCK,FORD,4575,7,99946,920,Alloy
ADESA,YELLOW,No,3016,COMPACT,FORD,4880,6,82526,1243,Alloy
ADESA,BLUE,No,4496,MEDIUM,GM,5430,5,67273,728,Covers
ADESA,BLACK,No,5187,VAN,CHRYSLER,7325,5,87210,1763,Alloy
ADESA,BLUE,No,8550,LARGE,GM,8255,2,73723,1974,Alloy
ADESA,RED,No,3965,COMPACT,GM,4730,5,94101,909,Alloy
ADESA,BLACK,No,11337,MEDIUM,FORD,7755,2,89283,853,Alloy
ADESA,WHITE,No,8020,LARGE,GM,7805,2,70618,1974,Covers
ADESA,GOLD,No,7637,MEDIUM,CHRYSLER,5380,3,72166,1155,Alloy
ADESA,BLUE,No,7777,MEDIUM,FORD,7215,3,72310,803,Covers
ADESA,RED,No,8419,CROSSOVER,OTHER,7095,3,83248,853,Alloy
ADESA,GREY,No,9346,SPECIALTY,CHRYSLER,9330,2,89045,1503,Covers
OTHER,SILVER,No,0,VAN,GM,6900,2,57347,1583,Alloy
OTHER,SILVER,No,5576,VAN,OTHER,6200,5,73243,1038,Alloy
OTHER,OTHER,No,6868,LARGE,GM,7600,3,65285,1703,Alloy
OTHER,WHITE,No,8186,LARGE,GM,7900,2,81965,2152,Alloy
OTHER,OTHER,No,6858,LARGE,GM,7200,3,82198,2152,Covers
OTHER,BLUE,No,5691,MEDIUM SUV,OTHER,7500,4,53672,1334,Alloy
OTHER,GREY,No,4253,MEDIUM,CHRYSLER,5800,4,74521,1389,Covers
OTHER,BLACK,Yes,11439,MEDIUM,FORD,8600,2,69668,728,unkwnWheel
OTHER,SILVER,No,15248,LARGE TRUCK,FORD,11400,3,91267,909,Alloy
OTHER,WHITE,No,11425,MEDIUM,FORD,9000,2,74306,803,Alloy
OTHER,GREEN,No,7246,MEDIUM,FORD,7800,4,84519,1373,Covers
OTHER,RED,No,6157,LARGE TRUCK,FORD,8700,6,90689,909,Alloy
OTHER,GREY,No,11169,SPECIALTY,OTHER,10000,2,78251,1974,Alloy
OTHER,WHITE,No,5906,LARGE,OTHER,8700,7,88750,894,Alloy
OTHER,GOLD,No,5122,MEDIUM,FORD,5100,3,89245,983,Covers
OTHER,WHITE,No,5211,VAN,CHRYSLER,7000,5,69554,1411,Covers
OTHER,GOLD,Yes,3119,MEDIUM,GM,5100,5,98958,2639,unkwnWheel
OTHER,WHITE,No,2925,MEDIUM,OTHER,5200,7,66712,1028,Covers
OTHER,SILVER,No,7092,MEDIUM,OTHER,6500,2,53048,505,Covers
OTHER,BLUE,Yes,4170,MEDIUM,CHRYSLER,4500,4,81980,1243,unkwnWheel
OTHER,SILVER,No,3883,SMALL TRUCK,GM,4900,7,98195,2506,Alloy
OTHER,SILVER,No,6591,MEDIUM,CHRYSLER,7165,3,81858,983,Covers
OTHER,WHITE,No,4383,MEDIUM,OTHER,5155,4,82059,594,Covers
OTHER,GREY,No,6650,SMALL SUV,FORD,8175,5,50101,754,Alloy
OTHER,GREY,No,8255,MEDIUM,CHRYSLER,5855,4,98059,1774,Alloy
OTHER,SILVER,No,6727,COMPACT,GM,6165,2,84280,853,Covers
OTHER,GREY,No,4996,VAN,CHRYSLER,4755,5,87579,1763,Covers
OTHER,WHITE,No,10792,MEDIUM,OTHER,10185,3,74195,569,Alloy
OTHER,GREY,No,4132,MEDIUM,OTHER,7665,6,70445,686,Covers
OTHER,BLACK,No,5798,MEDIUM,CHRYSLER,5485,3,67160,1215,Covers
OTHER,WHITE,No,4731,SMALL SUV,CHRYSLER,7265,8,95715,1065,Alloy
OTHER,GREY,No,6588,MEDIUM SUV,GM,7265,5,97490,1341,Alloy
OTHER,BLACK,No,10901,MEDIUM,FORD,8975,2,88232,853,Alloy
OTHER,WHITE,No,2371,COMPACT,CHRYSLER,4755,7,84612,1023,Covers
OTHER,SILVER,Yes,10926,SPORTS,FORD,8175,3,83623,853,unkwnWheel
OTHER,BLACK,No,4052,MEDIUM,OTHER,6665,7,91102,1065,Covers
OTHER,RED,No,6905,VAN,CHRYSLER,5955,3,72494,1623,Covers
OTHER,GREEN,No,7813,MEDIUM,OTHER,6765,4,85665,723,Covers
OTHER,BLACK,No,9743,MEDIUM,FORD,7665,3,84806,1373,Alloy
OTHER,GREEN,Yes,7710,SMALL SUV,FORD,7195,3,89025,983,Alloy
OTHER,GREY,No,7331,LARGE,GM,8095,5,66911,1313,Alloy
OTHER,GREY,No,5549,MEDIUM SUV,CHRYSLER,10185,6,78276,1389,Alloy
OTHER,BLACK,No,10014,MEDIUM,OTHER,9475,3,80154,723,Covers
OTHER,BLUE,No,7958,LARGE TRUCK,GM,9175,6,95596,1341,Alloy
OTHER,GREY,No,8045,LARGE TRUCK,FORD,9575,4,75969,803,Alloy
MANHEIM,BLUE,No,10907,MEDIUM,OTHER,10595,2,70185,569,Covers
MANHEIM,SILVER,No,7228,VAN,GM,7780,3,76744,2091,Covers
MANHEIM,BLUE,No,6381,MEDIUM,GM,6065,3,72315,803,Alloy
MANHEIM,WHITE,No,4264,MEDIUM,CHRYSLER,5765,4,76610,1155,Alloy
MANHEIM,BLACK,No,7133,MEDIUM,GM,7165,3,70148,1038,Covers
MANHEIM,RED,No,5887,COMPACT,GM,6230,3,56712,671,Covers
MANHEIM,RED,No,11291,SPECIALTY,CHRYSLER,10160,2,78577,1389,Alloy
MANHEIM,GREY,No,8649,LARGE,GM,8245,2,79601,1974,Alloy
MANHEIM,SILVER,No,4077,MEDIUM,OTHER,6895,7,89948,1673,Alloy
MANHEIM,RED,No,7504,MEDIUM,GM,8010,3,58387,837,Covers
MANHEIM,SILVER,No,6276,VAN,CHRYSLER,7745,3,71150,1623,Covers
MANHEIM,GREY,No,7082,SPECIALTY,CHRYSLER,7445,4,54951,1086,Covers
MANHEIM,RED,No,5415,LARGE,FORD,6845,5,85181,1633,Alloy
MANHEIM,SILVER,No,7318,LARGE,GM,7845,3,74999,1974,Alloy
MANHEIM,SILVER,No,4580,COMPACT,GM,5930,4,58368,671,Covers
OTHER,BLACK,No,5648,MEDIUM,GM,5955,3,51955,671,Alloy
OTHER,BLACK,No,5160,MEDIUM,OTHER,7265,5,89183,723,Alloy
OTHER,WHITE,No,2180,COMPACT,FORD,4455,9,87705,1543,Alloy
OTHER,RED,No,3739,LARGE,GM,6265,5,73911,1974,Alloy
OTHER,SILVER,Yes,2566,MEDIUM,FORD,3845,7,107692,1430,unkwnWheel
OTHER,SILVER,No,6163,COMPACT,OTHER,5585,2,86787,594,Alloy
OTHER,SILVER,No,3053,COMPACT,OTHER,4755,7,65572,833,Alloy
OTHER,BLACK,No,3581,MEDIUM,CHRYSLER,3455,6,96994,1630,Covers
OTHER,BLUE,No,4997,COMPACT,GM,5590,3,59076,671,Covers
OTHER,BLUE,No,7555,SMALL SUV,OTHER,5805,4,76317,920,Alloy
OTHER,BLUE,Yes,3780,MEDIUM,OTHER,5195,5,60844,533,unkwnWheel
OTHER,BLUE,No,7172,LARGE,GM,6705,3,79451,1974,Covers
OTHER,SILVER,No,9552,LARGE,GM,8010,2,78752,1974,Covers
OTHER,SILVER,No,10932,LARGE SUV,CHRYSLER,9425,4,86448,2282,Alloy
OTHER,RED,No,6141,COMPACT,OTHER,6905,3,51588,505,Covers
OTHER,SILVER,No,9013,MEDIUM,OTHER,8820,2,74465,803,Alloy
OTHER,BLACK,Yes,9065,SPECIALTY,CHRYSLER,10375,3,55680,1086,unkwnWheel
OTHER,BLUE,No,5251,COMPACT,GM,6075,3,52447,671,Covers
OTHER,RED,Yes,8319,MEDIUM,GM,9020,2,52536,1003,unkwnWheel
OTHER,GOLD,No,5918,MEDIUM,GM,6875,4,64261,923,Covers
OTHER,BLACK,No,9452,SPECIALTY,CHRYSLER,9120,3,84612,1503,Alloy
OTHER,BLACK,No,6079,MEDIUM,GM,7075,4,85785,853,Alloy
OTHER,BLUE,No,3062,VAN,CHRYSLER,4475,7,90003,2218,Alloy
MANHEIM,GREY,No,8518,MEDIUM,CHRYSLER,7180,2,77976,1155,Covers
OTHER,RED,No,4418,VAN,CHRYSLER,4175,7,68162,1711,Covers
OTHER,GOLD,No,3028,MEDIUM,FORD,3055,9,91980,1353,Alloy
OTHER,MAROON,No,5808,COMPACT,OTHER,5885,4,88250,594,Covers
OTHER,BLACK,No,8389,MEDIUM SUV,CHRYSLER,8895,6,98885,1918,Alloy
OTHER,BLACK,No,3476,MEDIUM,CHRYSLER,4565,8,77039,1689,Special
OTHER,SILVER,No,6455,MEDIUM,GM,7495,4,55810,671,Alloy
MANHEIM,BROWN,No,7129,LARGE,GM,6215,3,72281,1974,Alloy
MANHEIM,BLUE,No,6012,COMPACT,GM,6215,3,69030,728,Covers
MANHEIM,RED,No,7542,VAN,CHRYSLER,6015,4,64409,1411,Covers
MANHEIM,WHITE,No,8766,SPECIALTY,CHRYSLER,9130,4,83231,1503,Covers
MANHEIM,BLUE,No,6755,MEDIUM,CHRYSLER,6880,3,67060,825,Alloy
MANHEIM,GREY,No,6723,MEDIUM SUV,CHRYSLER,6940,4,51075,1086,Alloy
MANHEIM,WHITE,No,4371,COMPACT,GM,5030,3,46849,623,Covers
MANHEIM,GOLD,No,847,LARGE TRUCK,FORD,5940,5,86151,853,Alloy
MANHEIM,WHITE,No,9029,LARGE SUV,GM,10180,5,57617,1251,Alloy
MANHEIM,BLUE,No,3831,MEDIUM,CHRYSLER,4540,4,56431,920,Covers
MANHEIM,GREEN,No,3446,MEDIUM,OTHER,5140,5,67732,533,Covers
MANHEIM,GREY,No,6188,MEDIUM,FORD,5440,2,70332,920,Covers
MANHEIM,BLUE,No,11496,MEDIUM SUV,FORD,8190,3,63322,1508,Alloy
MANHEIM,BLUE,No,5423,MEDIUM,CHRYSLER,4960,3,64631,1215,Alloy
MANHEIM,WHITE,No,11133,LARGE SUV,CHRYSLER,7390,3,73908,1740,Alloy
MANHEIM,WHITE,No,8825,LARGE TRUCK,GM,6780,2,73795,1272,Covers
MANHEIM,WHITE,No,7732,LARGE,GM,5640,3,83616,2152,Alloy
MANHEIM,WHITE,No,0,LARGE TRUCK,GM,6080,3,73877,1155,Covers
MANHEIM,RED,No,7605,SPECIALTY,CHRYSLER,7290,3,83954,1503,Covers
MANHEIM,BEIGE,No,8000,VAN,GM,5980,3,78279,2091,Covers
MANHEIM,GOLD,No,2684,MEDIUM,CHRYSLER,5280,3,61493,1020,Alloy
MANHEIM,SILVER,No,8994,MEDIUM SUV,GM,7340,3,84636,1243,Alloy
MANHEIM,GREY,Yes,4751,MEDIUM,GM,4140,4,70349,1155,Covers
MANHEIM,RED,No,4377,COMPACT,FORD,3660,4,66131,1020,Covers
MANHEIM,WHITE,Yes,10652,LARGE TRUCK,FORD,5640,3,83221,594,Covers
MANHEIM,BLUE,No,6593,MEDIUM,OTHER,6480,2,45189,482,Covers
MANHEIM,WHITE,No,8418,LARGE TRUCK,GM,6980,3,73960,1155,Covers
MANHEIM,BLUE,No,8207,SMALL SUV,CHRYSLER,6300,4,73049,920,Covers
MANHEIM,SILVER,No,5686,MEDIUM SUV,FORD,6200,5,70739,1740,Covers
MANHEIM,GREY,No,3219,COMPACT,FORD,3340,6,93484,1641,Alloy
MANHEIM,SILVER,Yes,5333,LARGE,GM,5340,5,81117,2152,Alloy
MANHEIM,RED,No,6119,VAN,GM,6880,4,62717,1801,Alloy
MANHEIM,BLUE,No,6766,VAN,GM,6740,4,70091,2091,Alloy
MANHEIM,MAROON,No,8585,MEDIUM SUV,GM,8190,4,51587,1500,Alloy
MANHEIM,BLACK,No,4860,MEDIUM,GM,5880,4,47766,623,Covers
MANHEIM,WHITE,Yes,3986,COMPACT,CHRYSLER,4560,4,70293,686,Alloy
MANHEIM,WHITE,No,10051,LARGE TRUCK,GM,4790,8,72129,1455,Alloy
MANHEIM,GREEN,No,8375,SPECIALTY,CHRYSLER,7690,3,79048,1389,Covers
MANHEIM,BEIGE,No,4973,MEDIUM SUV,FORD,7200,5,74781,1740,Covers
MANHEIM,BLACK,No,3677,VAN,CHRYSLER,5640,4,86545,1763,Covers
MANHEIM,WHITE,No,5290,MEDIUM,CHRYSLER,5800,4,42938,975,Covers
MANHEIM,RED,No,11670,LARGE SUV,GM,10600,4,86001,1763,Alloy
MANHEIM,GOLD,No,3578,MEDIUM,GM,4160,4,85333,2412,Alloy
MANHEIM,WHITE,No,5747,MEDIUM,GM,5540,3,56952,671,Covers
MANHEIM,BLUE,No,3227,VAN,CHRYSLER,4660,6,65460,1711,Covers
MANHEIM,GREY,No,5569,MEDIUM,CHRYSLER,5200,4,45714,975,Covers
MANHEIM,WHITE,No,2622,VAN,CHRYSLER,4500,7,69005,1711,Covers
MANHEIM,WHITE,No,5569,MEDIUM,CHRYSLER,5500,4,43775,975,Covers
MANHEIM,GOLD,No,8301,VAN,GM,6100,4,66178,1801,Covers
MANHEIM,GREY,No,4605,MEDIUM,GM,6280,5,61187,1118,Alloy
MANHEIM,GOLD,No,4273,MEDIUM,CHRYSLER,4940,4,76483,1389,Covers
MANHEIM,WHITE,No,5022,VAN,CHRYSLER,5600,4,71755,1623,Covers
MANHEIM,WHITE,No,4481,MEDIUM,CHRYSLER,5400,5,44123,975,Covers
MANHEIM,WHITE,No,6124,LARGE TRUCK,GM,7190,5,67819,1020,Covers
MANHEIM,SILVER,No,6002,VAN,CHRYSLER,6180,4,60388,1411,Alloy
MANHEIM,BLUE,No,3541,LARGE TRUCK,CHRYSLER,5540,6,82199,1283,Covers
MANHEIM,BLUE,No,6354,VAN,FORD,5980,3,48943,1046,Covers
MANHEIM,MAROON,No,6873,LARGE SUV,GM,10300,6,64860,1711,Alloy
MANHEIM,GREY,No,10551,LARGE,OTHER,9600,4,68486,1020,Alloy
MANHEIM,GOLD,No,4972,MEDIUM,GM,5600,4,42697,834,Covers
MANHEIM,BLUE,No,6544,VAN,CHRYSLER,5400,3,77639,1623,Covers
MANHEIM,BLUE,Yes,3646,VAN,GM,4400,6,69607,4210,Covers
MANHEIM,GREY,No,3646,VAN,GM,4300,6,65301,4210,Covers
MANHEIM,SILVER,No,4481,MEDIUM,CHRYSLER,4900,5,43438,975,Covers
MANHEIM,WHITE,No,8551,VAN,CHRYSLER,6380,2,65480,1411,Covers
MANHEIM,GREY,No,0,LARGE TRUCK,GM,8290,7,63895,1320,Covers
MANHEIM,SILVER,No,9459,SPECIALTY,CHRYSLER,8890,3,78077,1389,Alloy
MANHEIM,BLACK,No,8196,MEDIUM,CHRYSLER,8690,1,34826,762,Alloy
